Name,Owner,Category,District,Province,Location
16 Maglas ,Pvt. ,Clinic ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
17.Sabi Mine ,Pvt. ,Clinic ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
1. Parirenyatwa ,Govt. ,Central Hosp. ,Central Hospitals ,MIDLANDS PROVINCE ,Africa
2. Harare ,Govt. ,Central Hosp. ,Central Hospitals ,MIDLANDS PROVINCE ,Africa
3. Chitungwiza ,Govt. ,Central Hosp. ,Central Hospitals ,MIDLANDS PROVINCE ,Africa
4. UBH ,Govt. ,Central Hosp. ,Central Hospitals ,MIDLANDS PROVINCE ,Africa
5. Mpilo ,Govt. ,Central Hosp. ,Central Hospitals ,MIDLANDS PROVINCE ,Africa
6. Ingutsheni ,Govt. ,Central hosp. ,Central Hospitals ,MIDLANDS PROVINCE ,Africa
1. Beatrice Road ,Municipality ,Hospital ,Harare City ,MIDLANDS PROVINCE ,Africa
2. Wilkins ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Hospital ,Harare City ,MIDLANDS PROVINCE ,Africa
3. Borrowdale ,‰Û÷‰Ûª          ‰Û÷‰Ûª   ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
4. Hatcliffe ,‰Û÷‰Ûª           ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
5. Hatcliffe ,‰Û÷‰Ûª           ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
6. Highlands ,‰Û÷‰Ûª           ‰Û÷‰Ûª ,Family Health Service ,Harare City ,MIDLANDS PROVINCE ,Africa
7. Mt. Pleasant ,‰Û÷‰Ûª           ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
8. Eastlea ,‰Û÷‰Ûª          ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
9. Greendale ,‰Û÷‰Ûª          ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
10. Highlands ,‰Û÷‰Ûª          ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
11. Mabvuku ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
12. Mabvuku ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Satellite ,Harare City ,MIDLANDS PROVINCE ,Africa
13. Mabvuku ,‰Û÷‰Ûª          ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
14. Tafara ,‰Û÷‰Ûª           ‰Û÷‰Ûª  ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
15. Arcadia ,‰Û÷‰Ûª            ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
16. Bank Street ,‰Û÷‰Ûª            ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
17. Breaside ,Municipality ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
18. Hatfield ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
19. Queen Elizabeth ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
20. Matapi ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
21. Mbare ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
22. Mbare ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
23. Sunningdale ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
24. Waterfalls ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
25. Avondale ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
26. Belvedere ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
27. Mabelreign ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
28. Marlborough ,‰Û÷‰Ûª         ‰Û÷‰Ûª    ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
29. Rujeko ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
30. Dzivarasekwa ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
31. Edith Operman ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
32. Genito Urinary Centre ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,- ,Harare City ,MIDLANDS PROVINCE ,Africa
33. Southerton ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
34. Highfield ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
35. Highfield ,‰Û÷‰Ûª          ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
36. Highfield ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
37. Rutsanana ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
38. Western Triangle ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
39. Glen Norah ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
40. Glen View ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
41. Glen View ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
42. Glen View ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
43.  Budiriro ,‰Û÷‰Ûª         ‰Û÷‰Ûª     ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
44. Budidiro ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,,Harare City ,MIDLANDS PROVINCE ,Africa
45.  Mufakose ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
46. Mufakose ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
47. Mufakose ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
48. Warren Park ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
49.  Kuwadzana ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
50.  Kuwadzana ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
51. Kambuzuma ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Maternity Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
52. Kambuzuma ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Polyclinic ,Harare City ,MIDLANDS PROVINCE ,Africa
53. Maurice Nyagumbo ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Harare City ,MIDLANDS PROVINCE ,Africa
54. St Annes ,Pvt. ,Pvt. Hosp. ,Harare City ,MIDLANDS PROVINCE ,Africa
55. St Giles ,Pvt. ,Pvt. Hosp. ,Harare City ,MIDLANDS PROVINCE ,Africa
56. Baines Ave. ,Pvt. ,Pvt hosp. ,Harare City ,MIDLANDS PROVINCE ,Africa
57. Avenues ,Pvt. ,Hospital ,Harare City ,MIDLANDS PROVINCE ,Africa
58. West End ,Pvt. ,Hosp. ,Harare City ,MIDLANDS PROVINCE ,Africa
59. Surbuban ,Pvt ,Medical Centre ,Harare City ,MIDLANDS PROVINCE ,Africa
60. Arcadia ,Pvt. ,Medical Centre ,Harare City ,MIDLANDS PROVINCE ,Africa
61. High Glen ,Pvt. ,Medical Centre ,Harare City ,MIDLANDS PROVINCE ,Africa
62. Glen Norah  ,Pvt. ,Medical Centre ,Harare City ,MIDLANDS PROVINCE ,Africa
63. Garden City ,Pvt. ,Medical ,Harare City ,MIDLANDS PROVINCE ,Africa
1. Seke North ,Municipality ,Polyclinic ,Chitungwiza Municipality. ,MIDLANDS PROVINCE ,Africa
2. Seke South ,Municipality ,Polyclinic ,Chitungwiza Municipality. ,MIDLANDS PROVINCE ,Africa
3. Zengeza 3 ,Municipality ,Polyclinic ,Chitungwiza Municipality. ,MIDLANDS PROVINCE ,Africa
4. St. Marys ,Municipality ,Polyclinic ,Chitungwiza Municipality. ,MIDLANDS PROVINCE ,Africa
1. Thorngroove ,Municipality ,Hospital ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
2. Dr. Shennan ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
3. Princess Margaret Rose ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
4. Central ,‰Û÷‰Ûª      ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
5. Mzilikazi ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
6. Njube ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
7. Pelandaba ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
8. Pumula ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
9. Tshabalala ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
10. E.F.watson ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
11. Magwegwe ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
12. Luveve ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
13. Nkulumane ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
14. Entumbane ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
15. Emakandeni ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
16. Nketa ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
17. Northern Surbubs ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
18. Khami Road ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
19. Cowdray Park ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
20. Magwegwe ,‰Û÷‰Ûª       ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
21. Luveve ,‰Û÷‰Ûª        ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
22. Lobengula ,‰Û÷‰Ûª         ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
23. Maqhawe ,‰Û÷‰Ûª          ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
24. Pumula South ,‰Û÷‰Ûª           ‰Û÷‰Ûª ,Clinic ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
25. Mata Dei ,Pvt. ,Pvt. Hosp. ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
26. Nketa  ,Pvt. ,Medical Centre ,Bulawayo City ,MIDLANDS PROVINCE ,Africa
